LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
1,6412,6412,90,1,1,2,TP1,BS55,1,1810.30,14
1,B320,6405,90,1,1,2,TP2,BS56,1,1762.20,11
1,B331,6405,90,1,1,2,TP2,BS56,1,1762.20,11
3,B340,6405,90,3,1,1,TP1,BG55,1,2290.90,6
1,B350,6405,90,1,1,2,TP2,BS56,1,1762.20,11
1,0502,0506,1,1,4,2,BA301,BS301,2,2034.50,9
1,0504,4155,1,1,1,1,BA*,BS**,1,2002.50,10
2,0504,0504,1,2,4,2,BA304,BG310,2,2069.80,9
2,0504,4155,1,2,1,2,BA*,BG**,1,2242.80,6
3,0504,0504,1,3,4,2,BA304,BG309,2,2238.00,6
2,0505,0504,1,2,4,2,BA305,BG312,2,2037.70,9
2,0505,0506,1,2,4,2,BA302,BG304,2,2153.10,6
2,0506,0504,1,2,4,2,BA306,BG314,2,2074.60,8
2,0506,0504,1,2,4,2,BA304,BG310,2,2069.80,9
2,0506,0506,1,2,4,2,BA303,BG306,2,2117.80,7
2,0507,0502,1,2,1,1,TP1,BG56,1,2018.50,9
2,0507,0504,1,2,4,2,BA304,BG310,2,2069.80,9
2,0507,4155,1,2,1,1,BA*,BG**,1,2242.80,5
3,0507,0506,1,3,4,2,BA301,BG301,2,2209.20,6
2,0508,4155,1,2,1,2,BA*,BG**,1,2242.80,6
3,0508,0506,1,3,4,2,BA303,BG305,2,2210.80,6
2,0509,0506,1,2,4,2,BA302,BG304,2,2153.10,6
3,0509,0506,1,3,4,2,BA302,BG303,2,2212.40,6
2,0563,0504,1,2,4,2,BA305,BG312,2,2037.70,9
3,0564,0506,1,3,4,2,BA302,BG303,2,2212.40,6
1,0604,0606,1,1,3,2,BAX03,BSX03,2,1803.90,14
2,0661,0606,1,2,3,2,BAX06,BGX02,2,2390.20,5
1,0662,0606,1,1,1,3,TP2,BS58,2,1682.10,15
2,0662,0606,1,2,3,2,BAX06,BGX02,2,2390.20,5
1,1001,1001,1,1,1,1,BA*,BG**,1,1938.40,11
1,A458,3010,32,1,1,2,BA*,BS**,1,1505.90,26
2,C330,2027,32,2,1,2,TP1,BG92,1,2178.70,7
2,1001,1001,33,2,1,2,TP1,BG56,1,2050.60,6
1,0502,0502,34,1,3,2,BA320,BS310,4,1810.30,15
2,0502,0502,34,2,3,1,BAX08,BGX08,4,2165.90,7
2,0503,0507,34,2,3,1,BAX10,BGX10,2,2065.00,8
3,0503,0508,34,3,3,1,BAX07,BGX07,2,2143.50,7
4,0503,0502,34,3,3,1,BAX05,BGX05,4,2254.00,6
1,0504,0505,34,1,1,2,TP1,BS55,1,2050.60,9
2,0504,0505,34,2,1,2,TP1,BG55,1,2114.60,7
4,0504,0508,34,4,3,1,BAX03,BGX03,2,2082.60,8
1,0505,0505,34,1,1,2,TP1,BS55,1,2050.60,9
4,0505,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
2,0507,0505,34,2,1,2,TP1,BG55,1,2114.60,7
2,0507,0508,34,2,3,1,BAX12,BGX12,2,2133.90,7
3,0507,0502,34,3,3,1,BAX05,BGX05,4,2254.00,6
2,0508,0503,34,2,1,2,TP2,BG56,1,2082.60,9
3,0508,0502,34,2,3,1,BAX08,BGX08,4,2165.90,7
1,0559,0505,34,1,1,2,TP1,BS55,1,2050.60,9
2,0802,0860,34,2,1,1,B4,BG02,1,2419.00,6
1,0860,0802,34,1,1,3,B2,BS**,1,1810.30,11
2,0902,1011,34,2,1,2,TP1,BG56,1,2114.60,8
3,0902,1011,34,3,1,1,BX01,BGX01,1,2210.80,6
2,0903,1011,34,2,1,2,TP1,BG56,1,2114.60,8
2,0962,1011,34,2,1,1,BX02,BGX02,1,2130.70,7
3,1003,1003,34,3,1,2,TP1,BG55,1,2194.70,7
3,1030,1030,34,3,1,2,TP1,BG55,1,2162.70,7
2,1031,1031,34,2,1,1,BX01,BGX01,1,2114.60,8
1,1033,1033,34,1,1,1,BX02,BSX02,1,2130.70,9
2,1033,1033,34,2,1,1,BX01,BGX01,1,2226.80,8
2,1033,1033,34,2,1,2,TP1,BG55,1,2178.70,4
1,0603,0606,1,1,3,2,BAX04,BSX04,2,1744.60,14
2,0603,0606,1,2,3,1,BAX05,BGX01,2,2356.50,5
1,0604,0606,1,1,1,3,TP2,BS58,2,1682.10,15
1,0606,0606,1,1,1,3,TP2,BS58,2,1682.10,15
1,0661,0606,1,1,3,2,BAX04,BSX04,2,1744.60,14
2,0662,0606,1,2,3,1,BAX05,BGX01,2,2356.50,5
1,1011,1011,1,1,1,2,BA*,BS**,1,1826.30,15
3,3028,3028,1,3,1,2,BA*,BG**,1,2306.90,4
2,4125,4125,1,2,1,2,BA*,BG**,1,2178.70,8
1,4155,4155,1,1,1,1,BA*,BS**,1,2002.50,10
1,A310,4125,1,1,1,2,BA*,BS**,1,2018.50,10
1,A330,4125,1,1,1,2,BA*,BS**,1,2018.50,10
1,B310,1019,1,1,1,2,TP1,BS55,1,1842.30,10
1,B330,1019,1,1,1,2,TP1,BS55,1,1842.30,10
1,B340,1019,1,1,1,1,BA*,BS**,1,2018.50,9
1,B350,1019,1,1,1,1,BA*,BS**,1,2018.50,9
1,C310,4155,1,1,1,1,BA*,BS**,1,2002.50,10
2,C310,4155,1,2,1,1,BA*,BG**,1,2242.80,5
1,C320,4155,1,1,1,1,BA*,BS**,1,2002.50,10
1,C340,4155,1,1,1,1,BA*,BS**,1,2002.50,10
1,1004,1004,2,1,1,2,TP1,BS91,1,2274.80,6
2,1004,1004,2,2,1,1,TP2,BG82,1,2290.90,4
3,1004,1004,2,3,1,2,TP1,BG91,1,2274.80,6
3,1004,1004,2,3,1,1,TP2,BG81,1,2258.80,6
1,6010,6010,2,1,1,1,TP2,BS81,1,2322.90,6
1,6010,6010,2,1,1,2,TP1,BS91,1,2242.80,6
2,6010,6010,2,2,1,1,TP2,BG82,1,2306.90,5
3,6010,6010,2,3,1,2,TP1,BG91,1,2274.80,7
1,0113,0123,4,1,1,2,B306,BS06,1,2162.70,8
1,0116,0114,4,1,1,2,B309,BS09,1,2130.70,8
1,0117,0115,4,1,1,2,B303,BS03,1,2114.60,9
2,0118,0118,4,2,1,2,B312,BG12,1,2274.80,6
1,0120,0120,4,1,3,1,BA265,BS265,2,2066.60,8
2,0120,0120,4,2,1,2,B316,BG16,1,2258.80,4
1,0124,0122,4,1,1,2,B313,BS13,1,2114.60,8
2,0160,0120,4,2,1,2,B316,BG16,1,2258.80,4
2,0160,0161,4,2,1,2,B319,BG19,1,2242.80,6
1,0161,0121,4,1,1,2,B314,BS14,1,2130.70,8
1,0161,0160,4,1,1,2,B301,BS01,1,2178.70,8
1,0161,0161,4,1,1,2,B318,BS18,1,2082.60,9
1,0161,0163,4,1,1,2,B321,BS21,1,2146.70,8
1,0162,0163,4,1,1,2,B321,BS21,1,2146.70,8
1,0163,0161,4,1,1,2,B318,BS18,1,2082.60,9
1,0163,0162,4,1,1,2,B320,BS20,1,2162.70,8
1,0213,0223,4,1,1,2,B308,BS08,1,2082.60,10
1,0214,0223,4,1,1,2,B308,BS08,1,2082.60,10
1,0124,0122,55,1,2,1,BAX13,BSX13,1,2024.90,10
2,0124,0122,55,2,2,2,BAX09,BGX09,1,2175.50,6
2,0124,0122,55,2,2,2,BAX08,BGX08,1,2082.60,8
1,0213,0214,55,1,1,2,B3,BS03,1,2210.80,7
1,0213,0264,55,1,1,2,B8,BS08,1,2130.70,6
2,0213,0261,55,2,2,1,BAX09,BSX09,1,2133.90,6
2,0214,0262,55,2,2,2,BAX12,BGX12,1,2178.70,5
1,0215,0218,55,1,1,1,B2,BS02,1,2146.70,7
2,0215,0214,55,2,2,2,BAX11,BGX11,1,2178.70,6
2,0215,0265,55,2,1,2,B18,BG05,1,2226.80,6
3,0215,0216,55,3,2,2,BAX01,BGX01,1,2274.80,5
1,0216,0216,55,1,2,2,BAX17,BSX17,1,2069.80,8
1,0216,0218,55,1,1,1,B2,BS02,1,2146.70,7
1,0217,0213,55,1,2,2,BAX18,BSX18,1,2130.70,7
1,0217,0215,55,1,1,2,B1,BS01,1,2162.70,6
1,0218,0214,55,1,1,1,B3,BS03,1,2210.80,5
2,0218,0218,55,2,2,2,BAX13,BGX13,1,2034.50,7
3,0218,0214,55,3,1,2,B22,BG09,1,2242.80,5
1,0219,0218,55,1,1,1,B2,BS02,1,2146.70,7
1,0219,0259,55,1,1,1,B7,BS07,1,2066.60,9
2,0219,0220,55,2,1,2,B10,BS10,1,2210.80,7
2,0219,0259,55,2,1,1,B12,BS12,1,2018.50,9
1,0220,0213,55,1,2,2,BAX18,BSX18,1,2130.70,7
1,0220,0218,55,1,2,2,BAX22,BSX22,1,2045.80,8
1,0220,0218,55,1,1,1,B2,BS02,1,2146.70,7
2,0220,0217,55,2,1,1,B9,BS09,1,2082.60,7
2,0222,0214,55,2,1,1,B16,BG03,1,2258.80,5
2,0222,0265,55,2,1,2,B18,BG05,1,2226.80,6
3,0222,0218,55,3,2,2,BAX04,BGX04,1,2225.20,6
4,0222,0213,55,3,2,2,BAX02,BGX02,1,2226.80,6
2,0223,0214,55,2,2,2,BAX11,BGX11,1,2178.70,6
2,0223,0223,55,2,1,1,B17,BG04,1,2242.80,6
3,0223,0265,55,3,1,2,B25,BG12,1,2242.80,6
1,0224,0215,55,1,1,2,B1,BS01,1,2162.70,6
1,0224,0216,55,1,2,2,BAX17,BSX17,1,2069.80,8
2,0224,0216,55,3,2,2,BAX01,BGX01,1,2274.80,5
1,0259,0213,55,1,2,2,BAX18,BSX18,1,2130.70,7
1,0259,0218,55,1,1,1,B2,BS02,1,2146.70,7
2,0259,0264,55,2,1,1,B13,BS13,1,2098.60,7
1,0260,0216,55,1,1,1,B5,BS05,1,2178.70,7
1,0260,0218,55,1,1,1,B2,BS02,1,2146.70,7
1,0260,0259,55,1,1,1,B7,BS07,1,2066.60,9
1,0261,0223,55,1,1,1,B4,BS04,1,2050.60,6
2,0261,0259,55,2,1,2,B12,BS12,1,2034.50,9
1,0262,0215,55,1,1,2,B1,BS01,1,2162.70,6
1,0262,0216,55,1,1,1,B5,BS05,1,2178.70,7
1,0262,0218,55,1,1,1,B2,BS02,1,2146.70,7
1,0262,0259,55,1,1,1,B7,BS07,1,2066.60,9
1,0262,0264,55,1,1,2,B8,BS08,1,2130.70,6
2,0262,0215,55,2,1,1,B14,BG01,1,2290.90,6
4,0262,0215,55,3,1,2,B21,BG08,1,2210.80,6
1,0263,0213,55,1,2,2,BAX18,BSX18,1,2130.70,7
1,0263,0215,55,1,1,2,B1,BS01,1,2162.70,6
1,0263,0218,55,1,1,1,B2,BS02,1,2146.70,7
2,0264,0259,55,2,1,1,B12,BS12,1,2018.50,9
2,0264,0259,55,2,1,1,B24,BG11,1,2274.80,5
1,0265,0213,55,1,2,2,BAX18,BSX18,1,2130.70,7
1,0265,0216,55,1,2,2,BAX17,BSX17,1,2069.80,8
1,0265,0264,55,1,1,2,B8,BS08,1,2130.70,6
1,0266,0214,55,1,1,1,B3,BS03,1,2210.80,5
1,0266,0216,55,1,2,2,BAX17,BSX17,1,2069.80,8
2,0266,0220,55,2,1,1,B10,BS10,1,2146.70,7
2,0266,0259,55,2,1,1,B12,BS12,1,2018.50,9
2,0805,0806,55,2,2,2,BAX03,BGX03,1,2242.80,5
2,0806,0806,55,2,1,1,B5,BG02,1,2210.80,7
2,0903,0908,55,2,1,3,TP2,BG58,1,1778.20,13
2,0908,0901,55,2,1,3,TP3,BG60,1,1762.20,10
1,3014,3014,55,1,1,2,BX04,BSX04,1,2290.90,6
1,3019,3019,55,1,1,2,BX04,BSX04,1,1986.50,9
2,5037,5037,55,2,1,2,BX04,BGX04,1,2034.50,10
1,6351,6351,55,1,1,2,BA4,BS04,1,1874.30,15
3,6353,6353,55,3,1,1,BX01,BGX01,1,2146.70,8
2,A902,A909,55,2,1,1,TP5,BG56,1,2371.00,5
2,A909,A908,55,2,1,1,TP4,BG56,1,2371.00,5
2,B901,B909,55,2,1,2,TP1,BG56,1,2371.00,5
2,B907,B902,55,2,1,2,TP4,BG56,1,2371.00,5
2,B908,B903,55,2,1,2,TP3,BG56,1,2354.90,5
2,1007,1007,56,2,1,1,BA*,BG**,1,2242.80,6
1,2018,2018,56,1,1,1,BA*,BS**,1,1762.20,15
1,6029,6029,56,1,1,2,TP1,BS93,1,2146.70,7
1,A310,1007,56,1,1,1,BA*,BS**,1,1938.40,12
3,0119,0114,40,3,2,2,B7,BG01,1,2210.80,7
1,0120,0114,40,1,1,2,B1,BS01,1,1954.40,11
3,0121,0120,40,3,2,2,B9,BG03,1,2194.70,7
1,0122,0114,40,1,1,2,B1,BS01,1,1954.40,11
1,0122,0123,40,1,1,2,B6,BS06,1,1882.40,12
1,0124,0117,40,1,1,2,B3,BS03,1,1746.20,14
1,0502,0502,40,1,1,1,BA2,BS02,1,1826.30,14
1,0508,0502,40,1,1,1,BA3,BS03,1,1826.30,14
1,1015,1015,40,1,1,2,BA*,BS**,1,1730.20,14
1,4155,4155,40,1,1,2,BAX02,BSX02,1,1890.40,12
1,4155,4155,40,1,1,1,BAX01,BSX01,1,1842.30,14
1,4158,4158,40,1,1,2,BA*,BS**,1,1794.20,14
2,0209,0210,6,2,1,2,B14,BG14,1,2226.80,7
1,0210,0210,6,1,1,1,B10,BS10,1,1826.30,11
2,0210,0212,6,2,1,1,B15,BG15,1,2178.70,8
1,0212,0202,6,1,1,2,B11,BS11,1,1826.30,11
2,0212,0211,6,2,1,1,B13,BG13,1,2226.80,7
1,0501,0501,6,1,1,1,BA2,BS02,1,1986.50,10
1,0501,0502,6,1,1,2,TP1,BS93,1,1922.40,10
2,0501,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0501,0501,6,2,1,1,BA1,BG01,1,2050.60,9
2,0501,0505,6,2,1,2,BA4,BG02,1,2034.50,10
2,0501,0509,6,2,1,2,BA6,BG02,1,2002.50,9
2,0501,0560,6,2,1,1,BA7,BG01,1,2146.70,7
1,0502,0566,6,1,1,2,TP4,BS92,1,1890.40,12
2,0502,0502,6,2,3,1,BA02**,BG02**,4,2066.60,8
2,0502,0508,6,2,3,1,BA08**,BG08**,3,2082.60,8
1,0503,0507,6,1,1,2,TP2,BS93,1,1954.40,11
2,0503,0504,6,2,3,2,BA04**,BG04**,3,2082.60,8
2,0503,0509,6,2,1,2,BA5,BG01,1,2050.60,9
2,0503,0564,6,2,1,2,BA9,BG01,1,2146.70,7
2,0503,0566,6,2,1,1,TP4,BG91,1,2114.60,7
2,0504,0501,6,2,1,1,BA1,BG01,1,2050.60,9
2,0504,0504,6,2,3,2,BA04**,BG04**,3,2082.60,8
2,0504,0507,6,2,1,2,TP2,BG92,1,2018.50,10
2,0504,0509,6,2,1,2,BA5,BG01,1,2050.60,9
2,0504,0566,6,2,1,1,TP4,BG91,1,2114.60,7
1,0505,0507,6,1,1,2,TP2,BS93,1,1954.40,11
2,0505,0507,6,2,1,2,TP2,BG92,1,2018.50,10
2,0505,0509,6,2,1,2,BA6,BG02,1,2002.50,9
1,0506,0501,6,1,1,1,BA2,BS02,1,1986.50,10
1,0506,0502,6,1,1,2,TP1,BS93,1,1922.40,10
1,0506,0560,6,1,1,1,BA7,BS01,1,2002.50,9
1,0506,0566,6,1,1,2,TP4,BS92,1,1890.40,12
2,0506,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0506,0505,6,2,1,2,BA3,BG01,1,2050.60,9
2,0506,0509,6,2,1,2,BA6,BG02,1,2002.50,9
2,0506,0561,6,2,1,2,TP3,BG92,1,2050.60,8
2,0506,0564,6,2,1,2,BA9,BG01,1,2146.70,7
2,0506,0568,6,2,1,1,BA12,BG02,1,2146.70,7
1,0507,0505,6,1,1,2,BA4,BS02,1,1970.50,12
1,0507,0509,6,1,1,2,BA6,BS02,1,1954.40,10
2,0507,0564,6,2,1,2,BA10,BG02,1,2130.70,7
1,0508,0501,6,1,1,1,BA2,BS02,1,1986.50,10
2,0508,0505,6,2,1,2,BA4,BG02,1,2034.50,10
2,0508,0509,6,2,1,2,BA6,BG02,1,2002.50,9
2,0508,0561,6,2,1,2,TP3,BG92,1,2050.60,8
2,0508,0568,6,2,1,1,BA11,BG01,1,2114.60,7
1,0509,0508,6,1,3,1,BA080*,BS080*,3,2018.50,9
2,0509,0501,6,2,1,1,BA1,BG01,1,2050.60,9
2,0509,0504,6,2,3,2,BA040*,BG040*,3,2066.60,10
2,0559,0509,6,2,1,2,BA6,BG02,1,2002.50,9
2,0559,0560,6,2,1,1,BA8,BG02,1,2098.60,8
2,0559,0564,6,2,1,2,BA9,BG01,1,2146.70,7
1,0560,0502,6,1,3,1,BA020*,BS020*,4,1986.50,10
1,0560,0507,6,1,1,2,TP2,BS93,1,1954.40,11
2,0560,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0560,0560,6,2,1,1,BA8,BG02,1,2098.60,8
1,0561,0502,6,1,1,2,TP1,BS93,1,1922.40,10
2,0561,0504,6,2,3,2,BA040*,BG040*,3,2066.60,10
2,0561,0505,6,2,1,2,BA3,BG01,1,2050.60,9
2,0561,0508,6,2,3,1,BA080*,BG080*,3,2082.60,8
1,0802,0802,53,1,1,2,B3,BS03,1,1986.50,13
4,0802,0802,53,4,2,1,BA264,BG264,4,2286.10,8
3,1005,1005,53,3,1,2,TP1,BG91,2,2162.70,7
1,B310,1002,17,1,1,2,TP1,BS55,1,1922.40,12
1,5518,5518,18,1,1,2,BX04,BSX04,1,1858.30,13
2,5518,5518,18,2,1,1,BX01,BGX01,1,2210.80,6
1,5538,5538,18,1,1,2,BX03,BSX03,1,1810.30,12
2,0214,0260,4,2,1,2,B318,BG18,1,2290.90,6
1,0215,0213,4,1,1,2,B311,BS61,1,2050.60,10
1,0215,0223,4,1,1,2,B308,BS08,1,2082.60,10
2,0215,0214,4,2,1,2,B302,BG02,1,2274.80,6
1,0218,0267,4,1,1,2,B316,BS16,1,1986.50,10
1,0220,0267,4,1,1,2,B316,BS16,1,1986.50,10
1,0221,0216,4,1,1,2,B306,BS06,1,2082.60,9
2,0221,0264,4,2,1,2,B314,BG14,1,1666.10,6
2,0222,0264,4,2,1,2,B314,BG14,1,1666.10,6
2,0224,0260,4,2,1,2,B318,BG18,1,2290.90,6
2,0224,0262,4,2,1,2,B312,BG12,1,2258.80,5
1,0261,0216,4,1,1,2,B306,BS06,1,2082.60,9
2,0261,0262,4,2,1,2,B312,BG12,1,2258.80,5
1,0262,0213,4,1,1,2,B311,BS61,1,2050.60,10
2,0262,0215,4,2,1,2,B307,BG07,1,2290.90,6
2,0262,0264,4,2,1,2,B314,BG14,1,1666.10,6
2,0263,0224,4,2,1,2,B305,BG05,1,2290.90,6
2,0263,0262,4,2,1,2,B312,BG12,1,2258.80,5
2,0263,0264,4,2,1,2,B314,BG14,1,1666.10,6
1,0264,0222,4,1,1,2,B303,BS03,1,2034.50,11
2,0264,0214,4,2,1,2,B302,BG02,1,2274.80,6
2,0265,0264,4,2,1,2,B314,BG14,1,1666.10,6
1,0266,0222,4,1,1,2,B303,BS03,1,2034.50,11
2,0501,0504,4,2,1,2,TP1,BG91,1,2082.60,7
2,0501,0506,4,2,4,3,TP2,MG02,7,2066.60,9
2,0501,0509,4,2,1,1,BA*,BG*2,1,2050.60,8
1,0502,0504,4,1,1,2,TP1,BS92,1,2146.70,7
2,0502,0559,4,2,1,2,BA*,BG*4,1,2114.60,7
2,0503,0507,4,2,1,1,BA*,BG*1,1,2066.60,8
2,0503,0509,4,2,4,3,TP1,MG01,6,2082.60,9
1,0504,0506,4,1,4,3,TP2,MS02,7,2162.70,7
2,1001,1001,26,2,1,1,BX01,BGX01,1,2242.80,6
1,3069,3069,26,1,1,2,TP1,BS55,1,1874.30,12
3,5363,5363,26,3,1,2,TP1,BG55,1,2194.70,6
2,6016,6016,26,2,1,1,BX02,BGX02,1,1922.40,12
3,6016,6016,26,3,1,2,TP1,BG55,1,2178.70,6
3,6016,6016,26,3,1,1,BX01,BGX01,1,2194.70,6
1,7072,7072,26,1,1,2,TP1,BS55,1,2050.60,10
2,7072,7072,26,2,1,1,BX02,BGX02,1,2034.50,5
3,7072,7072,26,3,1,1,BX01,BGX01,1,2162.70,7
3,A320,1013,26,3,1,2,TP1,BG55,2,2194.70,6
1,A321,1013,26,1,1,1,BX03,BSX03,2,1794.20,11
2,A321,1013,26,2,1,2,TP1,BG56,2,1730.20,12
2,A340,1013,26,2,1,2,TP1,BG56,2,1730.20,12
2,A350,1013,26,2,1,1,BX01,BGX01,2,1666.10,16
2,C320,1001,26,2,1,1,BX01,BGX01,1,2242.80,6
1,0503,0504,27,1,1,2,BAX02,BSX02,5,1845.50,13
2,0503,0501,27,2,1,2,TP4,BG56,1,2002.50,9
2,0503,0505,27,2,1,2,TP2,BG60,1,2002.50,9
3,0503,0507,27,3,1,1,TP3,BG57,1,2146.70,9
2,0504,0501,27,2,1,2,TP4,BG56,1,2002.50,9
2,0504,0507,27,2,1,2,TP3,BG58,1,2082.60,8
3,0504,0507,27,3,3,2,BAX07,BGX07,6,2204.40,6
3,0504,0508,27,3,1,1,TP1,BG61,1,2114.60,8
1,0507,0507,27,1,3,2,BAX01,BSX01,6,1855.10,13
2,0507,0507,27,2,1,2,TP3,BG58,1,2082.60,8
3,0507,0504,27,3,1,2,BAX08,BGX08,5,2114.60,8
2,A310,1007,56,2,1,2,TP1,BG91,1,2242.80,6
1,A350,1007,56,1,1,1,BA*,BS**,1,1938.40,12
1,B310,7775,56,1,1,1,BA*,BS**,1,1778.20,16
2,B310,7775,56,2,1,1,BA*,BG**,1,2178.70,7
2,B320,7775,56,2,1,1,BA*,BG**,1,2178.70,7
2,B330,7775,56,2,1,1,BA*,BG**,1,2178.70,7
1,0501,0507,81,1,3,2,BA265,BS265,5,1855.10,14
1,0502,0507,81,1,3,2,BA265,BS265,5,1855.10,14
2,0502,0507,81,2,3,2,BA265,BG265,5,2223.60,6
2,0502,0508,81,2,3,2,BA267,BG267,7,2226.80,6
1,0503,0502,81,1,1,1,BA*,BS*2,1,1842.30,15
2,0503,0505,81,2,1,1,BA*,BG*1,1,2226.80,5
1,0504,0503,81,1,1,1,TP1,BS92,1,1810.30,15
1,0504,0507,81,1,3,2,BA265,BS265,5,1855.10,14
2,0504,0508,81,2,3,2,BA267,BG267,7,2226.80,6
1,0505,0503,81,1,1,1,TP1,BS92,1,1810.30,15
2,0506,0505,81,2,1,1,BA*,BG*1,1,2226.80,5
2,0507,0502,81,2,1,1,BA*,BG*2,1,2242.80,7
2,0507,0505,81,2,1,1,BA*,BG*1,1,2226.80,5
2,1803,1803,81,2,1,1,BA*,BG**,1,2210.80,5
3,1005,1005,82,3,1,2,TP1,BG91,1,2194.70,7
3,1005,1005,82,3,1,1,BA*,BG**,1,2194.70,7
3,9017,9017,82,3,1,2,TP1,BG92,1,2322.90,5
1,0502,0502,83,1,1,2,TP1,BS55,1,1746.20,9
1,0502,0502,83,1,4,1,BAX05,BSX05,5,2098.60,8
1,0502,0502,83,1,4,2,BAX06,BSX06,5,2050.60,7
2,0502,0502,83,2,1,2,TP1,BG56,1,2274.80,6
3,0502,0503,83,3,1,2,TP5,BG63,1,2226.80,6
3,0503,0503,83,3,1,2,TP5,BG63,1,2226.80,6
3,0503,0505,83,3,1,1,TP2,BG57,1,2242.80,6
3,0506,0508,83,3,4,2,BAX01,BGX01,5,2242.80,6
1,0507,0506,83,1,4,2,BAX13,BSX13,4,2098.60,9
3,0507,0508,83,3,1,1,TP4,BG61,1,2226.80,6
2,6450,6450,83,2,1,1,TP1,BG56,1,2274.80,5
2,A320,1801,83,2,1,2,TP2,BG58,1,2162.70,8
1,A330,1801,83,1,1,1,TP1,BS55,1,1698.10,12
1,A331,1801,83,1,1,1,TP1,BS55,1,1698.10,12
2,A340,1801,83,2,1,1,TP1,BG56,1,2178.70,8
1,A350,1801,83,1,1,2,TP2,BS56,1,1762.20,10
2,A350,1801,83,2,1,1,TP1,BG56,1,2178.70,8
2,1684,1684,84,2,1,2,TP1,BG56,1,1938.40,11
2,1684,1684,84,2,1,1,BX01,BGX01,1,1986.50,10
3,1803,1803,85,3,1,1,BX01,BGX01,1,2322.90,7
3,1803,1803,85,3,1,2,TP1,BG55,1,2371.00,6
1,1645,1645,88,1,1,1,BX01,BSX01,1,1890.40,12
3,1645,1645,88,3,1,2,TP1,BG55,1,2130.70,8
1,1647,1647,88,1,1,1,BX02,BSX02,1,1858.30,12
2,1125,1125,89,2,1,2,TP1,BG57,1,1778.20,16
3,1125,1125,89,3,1,1,BX02,BGX02,1,2274.80,5
1,1127,1127,89,1,1,2,TP1,BS55,1,2258.80,7
2,1127,1127,89,2,1,1,BA*,BG**,1,1778.20,14
1,3002,3002,89,1,1,1,BX05,BSX05,1,2098.60,10
2,9018,9018,89,2,1,1,BX01,BGX01,1,1922.40,12
1,6400,6400,90,1,1,1,TP1,BS55,1,1938.40,10
3,6405,6405,90,3,1,2,TP2,BG56,1,2274.80,6
1,B310,6405,90,1,1,1,TP1,BS55,1,1938.40,14
1,B320,6405,90,1,1,1,TP1,BS55,1,1938.40,14
2,0561,0560,6,2,1,1,BA7,BG01,1,2146.70,7
2,0561,0568,6,2,1,1,BA11,BG01,1,2114.60,7
1,0566,0501,6,1,1,1,BA2,BS02,1,1986.50,10
1,0566,0502,6,1,1,2,TP1,BS93,1,1922.40,10
1,0566,0508,6,1,3,1,BA080*,BS080*,3,2018.50,9
1,0567,0560,6,1,1,1,BA7,BS01,1,2002.50,9
2,0567,0561,6,2,1,2,TP3,BG92,1,2050.60,8
2,0567,0568,6,2,1,1,BA11,BG01,1,2114.60,7
2,0568,0501,6,2,1,1,BA2,BG02,1,2034.50,9
3,C458,7082,49,3,1,2,BA4,BG05,1,2210.80,7
1,D444,7086,49,1,1,2,TP1,BS91,1,1906.40,12
6,D446,7086,49,6,1,2,TP1,BG91,1,2162.70,7
1,D448,7086,49,1,1,2,TP1,BS91,1,1906.40,12
5,D448,7086,49,5,1,2,TP1,BG92,1,2114.60,6
6,D452,7086,49,6,1,2,TP1,BG91,1,2162.70,7
1,D454,7086,49,1,1,2,TP1,BS91,1,1906.40,12
6,D462,7086,49,6,1,2,TP1,BG91,1,2162.70,7
2,E410,7085,49,2,1,1,TP1,BG92,1,2146.70,6
3,E410,7085,49,3,1,1,TP1,BG91,1,2114.60,6
1,E431,7085,49,1,1,1,TP1,BS91,1,1826.30,15
3,E444,7085,49,3,1,1,TP1,BG91,1,2114.60,6
2,E451,7085,49,2,1,1,TP1,BG92,1,2146.70,6
2,E454,7085,49,2,1,1,TP1,BG92,1,2146.70,6
2,E455,7085,49,2,1,1,TP1,BG92,1,2146.70,6
1,E459,7085,49,1,1,1,TP1,BS91,1,1826.30,15
3,E459,7085,49,3,1,1,TP1,BG91,1,2114.60,6
2,E460,7085,49,2,1,1,TP1,BG92,1,2146.70,6
3,E461,7085,49,3,1,1,TP1,BG91,1,2114.60,6
2,E462,7085,49,2,1,1,TP1,BG92,1,2146.70,6
1,1681,1681,50,1,1,1,BX03,BSX03,1,1986.50,11
1,1682,1682,50,1,1,2,BX06,BSX06,1,2066.60,10
2,1417,1417,51,2,1,1,BX01,BGX01,1,2194.70,11
3,1423,1423,51,3,1,2,TP1,BG55,2,2290.90,6
4,0802,0802,53,4,1,2,B6,BG03,1,2258.80,9
3,1008,1008,53,3,1,1,BA*,BG**,1,2322.90,7
2,1801,1801,53,2,1,1,BA*,BG**,1,2178.70,8
1,3011,3011,53,1,1,2,BA*,BS**,1,2018.50,11
