LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
1,A351,1605,42,1,1,2,TP1,BS55,1,267
1,6043,6043,21,1,1,1,BX02,BSX02,2,265
1,3010,3010,46,1,1,2,TP1,BS55,1,216
1,3068,3068,26,1,1,1,BX02,BSX02,1,202
2,3068,3068,26,2,1,1,BX01,BGX01,1,306
1,5363,5363,26,1,1,1,BX03,BSX03,1,214
3,5363,5363,26,3,1,2,TP1,BG55,1,304
1,7072,7072,26,1,1,1,BX03,BSX03,1,215
1,7072,7072,26,1,1,2,TP1,BS55,1,215
2,9030,9030,26,2,1,1,BX01,BGX01,1,306
3,9030,9030,26,3,1,1,BX03,BGX03,1,303
2,A320,1013,26,2,1,2,TP1,BG56,2,306
1,A321,1013,26,1,1,2,TP1,BS55,2,203
1,A330,1013,26,1,1,1,BX03,BSX03,2,202
3,A340,1013,26,3,1,2,TP1,BG55,2,302
2,A350,1013,26,2,1,2,TP1,BG56,2,306
2,A350,1013,26,2,1,1,BX01,BGX01,2,306
1,C340,1001,26,1,1,2,TP1,BS55,1,202
2,B351,1017,49,2,1,2,TP1,BG92,2,215
1,B352,1017,49,1,1,2,TP1,BS93,2,267
3,B361,1017,49,3,1,1,BA*,BG**,2,263
1,C310,1006,49,1,1,2,TP1,BS92,1,265
2,C350,1006,49,2,1,2,TP1,BG91,1,267
1,C351,1006,49,1,1,2,TP1,BS92,1,265
1,C430,7082,49,1,1,2,BA4,BS03,1,267
3,C431,7082,49,3,1,2,BA4,BG05,1,304
2,C440,7082,49,2,1,2,BA4,BG06,1,308
2,C441,7082,49,2,1,1,BA1,BG02,1,308
2,C444,7082,49,2,1,1,BA1,BG02,1,308
2,C448,7082,49,2,1,1,BA1,BG02,1,308
2,C449,7082,49,2,1,2,BA4,BG06,1,308
1,903,901,55,1,1,3,TP3,BS57,1,202
2,908,907,55,2,1,3,TP4,BG68,1,182
1,3014,3014,55,1,1,2,BX04,BSX04,1,265
2,6351,6351,55,2,1,1,BX03,BGX03,1,303
2,6352,6352,55,2,1,1,BX03,BGX03,1,303
3,6352,6352,55,3,1,2,BX02,BGX02,1,303
3,6352,6352,55,3,1,1,BX01,BGX01,1,303
1,A902,A903,55,1,1,2,TP2,BS55,1,215
2,A908,A901,55,2,1,1,TP1,BG56,1,213
2,A909,A908,55,2,1,1,TP4,BG56,1,213
1,B902,B902,55,1,1,2,TP4,BS55,1,215
2,B903,B902,55,2,1,2,TP4,BG56,1,213
2,B903,B909,55,2,1,2,TP1,BG56,1,215
2,B908,B909,55,2,1,2,TP1,BG56,1,215
1,C959,C960,55,1,1,3,B01A60,BS01A60,1,202
1,3027,3027,56,1,1,2,TP1,BS92,1,215
1,6029,6029,56,1,1,2,TP1,BS93,1,265
2,6029,6029,56,2,1,1,BA*,BG**,1,267
1,7773,7773,56,1,1,2,TP1,BS92,1,214
1,7775,7775,56,1,1,2,TP1,BS92,1,215
2,7775,7775,56,2,1,1,BA*,BG**,1,265
1,A320,1007,56,1,1,2,TP1,BS92,1,215
1,A350,1007,56,1,1,2,TP1,BS92,1,215
2,A363,1007,56,2,1,1,BA*,BG**,1,255
2,B360,7775,56,2,1,2,TP1,BG91,1,265
1,4121,4121,72,1,1,2,BA*,BS**,1,215
2,501,505,81,2,1,1,BA*,BG*1,1,257
2,501,508,81,2,3,2,BA267,BG267,7,304
2,501,509,81,2,3,2,BA271,BG271,8,302
1,502,502,81,1,1,1,BA*,BS*2,1,267
2,502,502,81,2,1,1,BA*,BG*2,1,265
2,502,508,81,2,3,2,BA267,BG267,7,304
2,503,505,81,2,1,1,BA*,BG*1,1,257
2,503,509,81,2,3,2,BA271,BG271,8,302
2,505,505,81,2,1,1,BA*,BG*1,1,257
1,566,505,6,1,1,2,BA4,BS02,1,255
2,566,509,6,2,1,2,BA5,BG01,1,304
1,567,505,6,1,1,2,BA4,BS02,1,255
2,567,561,6,2,1,2,TP3,BG92,1,304
1,568,568,6,1,1,1,BA12,BS02,1,214
2,568,560,6,2,1,1,BA8,BG02,1,304
2,568,566,6,2,1,2,TP4,BG91,1,304
1,569,501,6,1,1,1,BA2,BS02,1,214
2,1011,1011,45,2,1,2,BA*,BG**,1,308
2,1024,1024,45,2,1,2,TP1,BS55,1,308
1,7019,7019,45,1,1,1,BA*,BS**,1,214
3,J320,1122,48,3,1,1,BA*,BG**,1,308
3,J330,1122,48,3,1,1,BA*,BG**,1,308
2,L330,3769,48,2,1,1,BA*,BG**,1,264
1,M340,3749,48,1,1,1,BA*,BS**,1,216
3,N340,3739,48,3,1,2,TP1,BG55,1,308
2,9025,9025,47,2,1,1,BA*,BG**,1,308
2,B320,3075,47,2,1,1,BA*,BG**,1,308
1,B330,3075,47,1,1,1,BA*,BS**,1,215
1,113,117,48,1,1,2,B8,BS08,1,204
3,113,114,48,3,6,1,BAX04,BGX04,2,303
1,116,117,48,1,1,2,B8,BS08,1,204
1,116,123,48,1,1,2,B9,BS09,1,204
2,117,120,48,2,6,1,BAX03,BGX03,3,308
3,117,119,48,3,1,2,B14,BG14,1,303
1,118,113,48,1,1,2,B7,BS07,1,204
1,118,119,48,1,1,2,B3,BS03,1,204
1,119,123,48,1,1,2,B9,BS09,1,204
1,119,167,48,1,1,2,B5,BS05,1,204
1,120,123,48,1,1,2,B9,BS09,1,204
2,120,114,48,2,6,1,BAX01,BGX01,2,308
3,120,121,48,3,6,1,BAX05,BGX05,2,308
1,121,167,48,1,1,2,B5,BS05,1,204
3,121,114,48,3,1,2,B15,BG15,1,303
3,121,119,48,3,1,2,B14,BG14,1,303
3,121,120,48,3,6,1,BAX06,BGX06,3,304
2,123,120,48,2,6,1,BAX03,BGX03,3,308
2,124,121,48,2,6,1,BAX02,BGX02,2,308
1,161,116,48,1,1,2,B10,BS10,1,204
2,A351,1801,83,2,1,1,TP1,BG56,1,302
2,A351,1801,83,2,1,2,TP2,BG58,1,302
3,1684,1684,84,3,1,2,TP1,BG55,1,304
3,3803,3803,84,3,1,1,BX01,BGX01,2,303
1,6804,6804,84,1,1,1,BA1,BS01,1,217
2,1801,1801,85,2,1,1,BX02,BGX02,1,303
3,1801,1801,85,3,1,2,TP1,BG55,1,303
2,1808,1808,85,2,1,2,TP1,BG56,1,304
1,6802,6802,86,1,1,2,TP1,BS55,1,254
3,901,903,87,3,1,2,A01A03,BG01A03,1,261
3,901,962,87,3,1,2,A01A62,BG01A62,1,261
1,903,903,87,1,1,2,A01A03,BS01A03,1,214
3,C452,7082,49,3,1,1,BA1,BG01,1,304
1,C457,7082,49,1,1,2,BA4,BS03,1,267
1,D410,7086,49,1,1,2,TP1,BS91,1,267
5,D410,7086,49,5,1,2,TP1,BG92,1,308
6,D440,7086,49,6,1,2,TP1,BG91,1,308
5,D443,7086,49,5,1,2,TP1,BG92,1,308
6,D444,7086,49,6,1,2,TP1,BG91,1,308
6,D445,7086,49,6,1,2,TP1,BG91,1,308
5,D446,7086,49,5,1,2,TP1,BG92,1,308
1,D450,7086,49,1,1,2,TP1,BS91,1,267
5,D450,7086,49,5,1,2,TP1,BG92,1,308
3,D452,7086,49,3,1,2,TP1,BG93,1,304
1,D454,7086,49,1,1,2,TP1,BS91,1,267
3,D459,7086,49,3,1,2,TP1,BG93,1,304
3,D462,7086,49,3,1,2,TP1,BG93,1,304
1,E440,7085,49,1,1,1,TP1,BS91,1,265
1,E441,7085,49,1,1,1,TP1,BS91,1,265
3,E443,7085,49,3,1,1,TP1,BG91,1,304
1,E448,7085,49,1,1,1,TP1,BS91,1,265
2,E451,7085,49,2,1,1,TP1,BG92,1,308
3,E451,7085,49,3,1,1,TP1,BG91,1,304
2,E455,7085,49,2,1,1,TP1,BG92,1,308
1,E458,7085,49,1,1,1,TP1,BS91,1,265
2,E459,7085,49,2,1,1,TP1,BG92,1,308
1,1002,1002,50,1,1,1,BA1,BS01,1,255
2,1682,1682,50,2,1,1,BX03,BGX03,1,306
3,1682,1682,50,3,1,1,BX01,BGX01,1,302
1,121,121,4,1,1,2,B314,BS14,1,261
1,122,116,4,1,1,2,B310,BS10,1,215
1,122,124,4,1,1,2,B305,BS05,1,215
1,123,120,4,1,1,2,B315,BS15,1,211
1,124,119,4,1,1,2,B307,BS07,1,215
1,160,160,4,1,1,2,B301,BS01,1,261
1,160,161,4,1,3,1,BA266,BS266,3,215
1,162,121,4,1,1,2,B314,BS14,1,261
1,162,160,4,1,1,2,B301,BS01,1,261
1,162,161,4,1,3,1,BA266,BS266,3,215
1,162,161,4,1,1,2,B318,BS18,1,261
1,213,216,4,1,1,2,B306,BS06,1,215
2,213,215,4,2,1,2,B307,BG07,1,304
1,6067,6067,29,1,1,2,TP1,BS55,1,217
1,7054,7054,29,1,1,1,BX04,BSX04,1,267
1,B320,7000,32,1,1,1,BA*,BS**,1,255
2,B320,7000,32,2,1,2,TP1,BG92,1,261
2,B330,7000,32,2,1,1,BA*,BG**,1,261
1,B340,7000,32,1,1,2,TP1,BS93,1,255
2,C320,2027,32,2,1,1,BA*,BG**,1,265
1,C330,2027,32,1,1,1,BA*,BS**,1,265
1,501,503,34,1,1,2,TP2,BS56,1,214
1,502,502,34,1,1,2,BA4,BS01,1,214
2,503,503,34,2,1,2,TP2,BG56,1,303
3,503,508,34,3,3,1,BAX07,BGX07,2,306
1,504,502,34,1,3,2,BA320,BS310,4,214
1,504,503,34,1,1,2,TP2,BS56,1,214
3,505,502,34,2,1,2,BA5,BG02,1,308
1,507,505,34,1,1,2,TP1,BS55,1,215
3,507,502,34,3,3,1,BAX05,BGX05,4,308
3,507,507,34,3,3,1,BAX01,BGX01,2,308
1,214,214,55,1,1,1,B3,BS03,1,205
1,214,218,55,1,1,1,B2,BS02,1,205
2,214,265,55,2,1,2,B18,BG05,1,302
3,214,214,55,3,1,2,B22,BG09,1,302
4,214,215,55,3,1,2,B21,BG08,1,302
4,214,216,55,3,2,2,BAX01,BGX01,1,308
3,215,215,55,3,1,2,B21,BG08,1,302
1,216,218,55,1,1,1,B2,BS02,1,205
1,216,264,55,1,1,2,B8,BS08,1,205
1,217,213,55,1,2,2,BA313,BS363,1,214
1,217,259,55,1,1,1,B7,BS07,1,205
2,217,213,55,2,2,2,BAX08,BSX08,1,211
3,218,214,55,3,1,2,B22,BG09,1,302
1,219,216,55,1,1,1,B5,BS05,1,205
1,219,259,55,1,1,1,B7,BS07,1,205
2,219,261,55,2,2,1,BAX09,BSX09,1,205
1,220,218,55,1,2,2,BAX22,BSX22,1,214
2,222,262,55,2,2,2,BAX12,BGX12,1,308
3,222,218,55,3,2,2,BAX04,BGX04,1,308
4,222,216,55,3,2,2,BAX01,BGX01,1,308
2,223,218,55,2,1,1,B15,BG02,1,302
1,259,216,55,1,1,1,B5,BS05,1,205
1,259,218,55,1,1,1,B2,BS02,1,205
1,260,218,55,1,1,1,B2,BS02,1,205
2,260,259,55,2,1,1,B24,BG11,1,302
3,260,213,55,3,2,2,BAX02,BGX02,1,308
3,260,215,55,3,1,2,B21,BG08,1,302
3,260,265,55,3,1,2,B25,BG12,1,302
1,262,216,55,1,2,2,BAX17,BSX17,1,214
2,262,223,55,2,1,1,B17,BG04,1,302
2,262,262,55,2,2,2,BAX12,BGX12,1,308
1,263,264,55,1,1,2,B8,BS08,1,205
2,263,216,55,2,2,2,BAX07,BSX07,1,215
1,B410,4019,5,1,1,1,BA*,BS**,1,214
2,B430,4019,5,2,1,1,BA*,BG**,1,306
2,B430,4019,5,2,1,2,BA*,BG**,1,306
2,201,210,6,2,1,2,B14,BG14,1,302
1,202,204,6,1,1,2,B12,BS12,1,214
1,202,211,6,1,1,1,B7,BS07,1,214
2,203,212,6,2,1,1,B15,BG15,1,302
1,206,206,6,1,3,1,BA264,BS264,2,214
1,206,207,6,1,1,1,B8,BS08,1,204
1,208,210,6,1,1,1,B10,BS10,1,214
1,209,204,6,1,1,2,B12,BS12,1,214
2,209,212,6,2,1,1,B15,BG15,1,302
1,211,202,6,1,1,2,B11,BS11,1,214
2,211,210,6,2,1,2,B14,BG14,1,302
2,212,210,6,2,1,2,B14,BG14,1,302
2,212,211,6,2,1,2,B40,BG40,1,302
3,6405,6405,90,3,1,1,TP1,BG55,1,304
1,B310,6405,90,1,1,1,TP1,BS55,1,214
3,B320,6405,90,3,1,2,TP2,BG56,1,304
1,B340,6405,90,1,1,2,TP2,BS56,1,214
1,B340,6405,90,1,1,1,TP1,BS55,1,214
3,B340,6405,90,3,1,2,TP2,BG56,1,304
3,B351,6405,90,3,1,1,TP1,BG55,1,304
3,962,961,9,3,1,1,A01A61,BG01A61,1,308
2,1803,1803,9,2,1,1,BX01,BGX01,1,302
2,5001,5001,9,2,1,2,BX01,BGX01,1,302
1,101,102,10,1,1,3,A4,TS07,1,200
1,101,104,10,1,1,1,B7,BS07,1,214
1,101,108,10,1,1,1,B5,BS05,1,214
1,101,112,10,1,1,3,A11,TS22,1,145
1,101,112,10,1,1,1,B4,BS04,1,294
1,101,159,10,1,1,1,B6,BS06,1,214
1,102,107,10,1,1,1,B1,BS01,1,214
1,103,104,10,1,1,1,B7,BS07,1,214
2,1417,1417,51,2,1,2,TP1,BG55,1,304
2,501,508,4,2,3,1,BA262,BG262,5,308
2,501,508,4,2,3,1,BA261,BG261,5,308
2,501,559,4,2,1,2,BA*,BG*4,1,205
1,503,509,4,1,1,1,BA*,BS*2,1,215
2,503,502,4,2,1,2,TP2,BG91,1,255
2,503,508,4,2,3,1,BA261,BG261,5,308
1,504,505,4,1,1,2,BA*,BS*3,1,217
1,504,559,4,1,1,2,BA*,BS*4,1,215
2,504,502,4,2,1,2,TP2,BG91,1,255
2,504,505,4,2,1,2,BA*,BG*6,1,254
2,504,509,4,2,1,1,BA*,BG*2,1,205
1,505,509,4,1,1,1,BA*,BS*2,1,215
2,505,509,4,2,1,1,BA*,BG*2,1,205
2,506,559,4,2,1,2,BA*,BG*4,1,205
1,507,559,4,1,1,2,BA*,BS*4,1,215
2,507,505,4,2,1,2,BA*,BG*3,1,211
2,507,505,4,2,1,2,BA*,BG*6,1,254
2,508,508,34,2,3,1,BAX12,BGX12,2,306
1,509,505,34,1,1,2,TP1,BS55,1,215
1,559,503,34,1,1,2,TP2,BS56,1,214
1,560,560,34,1,1,2,BA1,BS03,1,215
1,802,801,34,1,1,2,B1,BS01,1,202
2,802,801,34,2,1,2,B3,MG01,1,337
2,859,860,34,2,1,1,B4,MG02,1,337
1,860,802,34,1,1,3,B2,BS02,1,204
2,860,801,34,2,1,2,B3,MG01,1,337
2,860,860,34,2,1,1,B4,MG02,1,337
2,901,961,34,2,1,1,A01A61,BG03A61,1,308
2,901,962,34,3,1,1,A01A62,BG01A62,1,308
3,901,901,34,2,1,1,A01A01,BG03A01,1,308
3,901,961,34,2,1,2,A02A61,BG04A61,1,308
3,901,961,34,3,1,1,A01A61,BG01A61,1,308
1,902,903,34,1,1,2,A02A03,BS02A03,1,214
2,902,961,34,2,1,1,A01A61,BG03A61,1,308
3,902,901,34,2,1,2,A02A01,BG04A01,1,308
3,902,903,34,2,1,1,A01A03,BG03A03,1,308
3,902,903,34,3,1,2,A02A03,BG02A03,1,308
3,902,961,34,2,1,1,A01A61,BG03A61,1,308
3,902,961,34,3,1,2,A02A61,BG02A61,1,308
3,902,961,34,3,1,1,A01A61,BG01A61,1,308
2,903,902,34,3,1,2,A02A02,BG02A02,1,308
2,903,903,34,2,1,2,A02A03,BG04A03,1,308
2,903,903,34,2,1,1,A01A03,BG03A03,1,308
2,903,961,34,2,1,2,A02A61,BG04A61,1,308
2,903,1011,34,2,1,2,TP1,BG56,1,308
1,960,903,34,1,1,2,A02A03,BS02A03,1,214
1,501,561,6,1,1,2,TP3,BS93,1,214
2,501,501,6,2,1,1,BA1,BG01,1,302
2,501,502,6,2,1,2,TP1,BG92,1,302
1,502,560,6,1,1,1,BA8,BS02,1,215
1,502,566,6,1,1,2,TP4,BS92,1,214
2,502,505,6,2,1,2,BA3,BG01,1,304
1,503,508,6,1,3,1,BA080*,BS080*,3,255
2,503,501,6,2,1,1,BA2,BG02,1,302
2,503,508,6,2,3,1,BA080*,BG080*,3,304
2,503,568,6,2,1,1,BA12,BG02,1,304
2,504,505,6,2,1,2,BA4,BG02,1,304
2,504,509,6,2,1,2,BA5,BG01,1,304
2,504,564,6,2,1,2,BA9,BG01,1,304
2,505,560,6,2,1,1,BA8,BG02,1,304
2,505,566,6,2,1,2,TP4,BG91,1,304
1,506,505,6,1,1,2,BA4,BS02,1,255
1,506,560,6,1,1,1,BA7,BS01,1,215
2,506,502,6,2,3,1,BA020*,BG020*,4,304
2,506,564,6,2,1,2,BA9,BG01,1,304
2,506,564,6,2,1,2,BA10,BG02,1,304
2,506,568,6,2,1,1,BA11,BG01,1,304
1,507,560,6,1,1,1,BA7,BS01,1,215
2,507,505,6,2,1,2,BA3,BG01,1,304
2,507,568,6,2,1,1,BA11,BG01,1,304
1,509,501,6,1,1,1,BA2,BS02,1,214
1,509,508,6,1,3,1,BA080*,BS080*,3,255
1,509,561,6,1,1,2,TP3,BS93,1,214
2,509,501,6,2,1,1,BA2,BG02,1,302
1,559,568,6,1,1,1,BA11,BS01,1,214
2,559,502,6,2,3,1,BA020*,BG020*,4,304
2,559,508,6,2,3,1,BA080*,BG080*,3,304
2,559,561,6,2,1,2,TP3,BG92,1,304
2,559,566,6,2,1,2,TP4,BG91,1,304
1,560,501,6,1,1,1,BA1,BS01,1,214
1,560,566,6,1,1,2,TP4,BS92,1,214
2,508,502,29,2,1,1,BX01,BGX01,1,303
2,508,506,29,2,3,2,BAX01,BGX01,2,303
2,508,508,29,2,1,2,BAX17,BGX17,1,303
1,509,508,29,1,1,2,A3,BS03,1,100
2,509,506,29,2,3,2,BAX01,BGX01,2,303
2,509,508,29,2,1,2,BAX17,BGX17,1,303
2,103,103,10,2,1,1,B10,BS10,1,214
2,103,112,10,2,1,1,B11,BS11,1,214
2,103,159,10,2,1,1,B13,BS13,1,204
1,104,103,10,1,1,3,A7,TS13,1,200
1,104,107,10,1,1,3,A2,TS03,1,145
1,104,159,10,1,1,1,B6,BS06,1,214
2,104,107,10,2,1,1,B8,BS08,1,204
2,104,111,10,2,2,2,BAX08,BSX08,2,214
2,104,159,10,2,1,3,A17,TS33,1,204
1,105,104,10,1,1,3,A19,TS37,1,145
1,105,107,10,1,1,3,A3,TS05,1,200
1,105,107,10,1,1,1,B1,BS01,1,214
3,105,101,10,3,1,2,B16,BG02,1,303
1,106,103,10,1,1,3,A7,TS13,1,200
1,106,104,10,1,1,1,B7,BS07,1,214
1,106,107,10,1,1,3,A3,TS05,1,200
2,106,103,10,2,1,1,B10,BS10,1,214
2,106,159,10,2,1,1,B13,BS13,1,204
3,106,159,10,3,1,2,B17,BG03,1,303
1,107,103,10,1,1,3,A7,TS13,1,200
2,107,104,10,2,2,2,BAX09,BSX09,2,205
2,107,159,10,2,1,3,A17,TS33,1,204
3,107,101,10,3,1,2,B16,BG02,1,303
1,108,102,10,1,1,3,A4,TS07,1,200
1,108,103,10,1,1,3,A7,TS13,1,200
1,109,102,10,1,1,1,B2,BS02,1,145
1,109,107,10,1,1,3,A2,TS03,1,145
1,109,112,10,1,1,3,A12,TS23,1,200
2,109,109,10,2,2,2,BAX06,BSX06,2,214
3,109,159,10,3,1,2,B17,BG03,1,303
1,110,102,10,1,1,3,A6,TS11,1,200
3,103,105,32,3,1,2,B6,BG06,1,261
3,103,106,32,3,2,3,BA262,BG282,1,308
1,104,105,32,1,1,2,B31,BS06,1,143
4,105,102,32,4,1,2,B9,BG23,1,304
1,106,106,32,1,1,2,B27,BS02,1,114
1,106,111,32,1,1,2,B30,BS05,1,216
4,106,101,32,4,1,2,B7,BG21,1,304
4,108,101,32,4,1,2,B7,BG21,1,304
4,108,102,32,4,1,2,B9,BG23,1,304
4,108,109,32,4,2,3,BA265,BG265,2,308
1,109,101,32,1,1,2,B26,BS01,1,214
1,109,105,32,1,1,2,B31,BS06,1,143
3,109,101,32,3,1,2,B1,BG01,1,261
3,109,105,32,3,1,2,B6,BG06,1,261
1,111,111,32,1,1,2,B30,BS05,1,216
3,111,107,32,3,1,2,B4,BG04,1,255
1,508,502,4,1,1,2,TP2,BS92,1,217
2,508,505,4,2,1,2,BA*,BG*3,1,211
2,509,508,4,2,3,1,BA261,BG261,5,308
2,559,505,4,2,1,2,BA*,BG*3,1,211
2,559,508,4,2,3,1,BA262,BG262,5,308
1,560,559,4,1,1,2,BA*,BS*4,1,215
2,603,662,4,3,1,2,BA*,BG*3,1,302
3,605,604,4,2,1,1,BA*,BG*2,1,302
2,606,608,4,3,1,2,BA*,BG*1,1,302
2,661,603,4,2,1,2,BA*,BG*4,1,302
2,662,662,4,2,1,2,BA*,BG*7,1,307
2,663,662,4,3,1,2,BA*,BG*3,1,302
2,665,604,4,2,1,1,BA*,BG*2,1,302
2,667,603,4,2,1,2,BA*,BG*4,1,302
2,669,608,4,3,1,2,BA*,BG*1,1,302
2,902,902,4,2,1,2,B29,BG29,1,302
1,1002,1002,4,1,1,1,BA*,BS**,1,265
1,1003,1003,4,1,1,2,TP1,BS92,2,267
2,1006,1006,4,2,1,2,TP1,BG91,1,308
2,1015,1015,4,2,1,1,BA*,BG**,1,308
1,1018,1018,4,1,1,2,TP1,BS92,2,114
2,1022,1022,4,2,1,2,TP1,BG92,1,211
1,1024,1024,4,1,1,1,BA*,BS**,2,267
1,6053,6053,4,1,1,2,TP1,BS92,1,215
1,6054,6054,4,1,1,2,TP1,BS92,1,215
2,6055,6055,4,2,1,2,TP1,BG91,1,261
1,7613,7613,4,1,1,2,BA*,BS**,1,267
1,4112,4112,13,1,1,1,BA*,BS**,1,202
1,1008,1008,15,1,1,2,TP1,BS94,1,253
2,1010,1010,16,2,1,2,TP1,BG91,1,304
1,3023,3023,16,1,1,1,BA*,BS**,1,216
2,3023,3023,16,2,1,1,BA*,BG**,1,307
1,6027,6027,16,1,1,1,BA*,BS**,1,255
2,9034,9034,16,2,1,1,BA3,BG03,1,303
1,2001,2001,38,1,1,2,TP1,BS55,1,114
2,B310,1002,29,2,1,2,TP1,BG55,1,303
1,B340,1002,29,1,1,2,TP1,BS55,1,267
1,113,113,30,1,1,2,B1,BS01,1,261
1,113,124,30,1,1,2,B10,BS10,1,214
1,114,113,30,1,1,2,B1,BS01,1,261
1,114,116,30,1,1,2,B2,BS02,1,214
1,114,119,30,1,1,2,B11,BS11,1,214
1,115,117,30,1,1,2,B3,BS03,1,214
1,115,119,30,1,1,2,B11,BS11,1,214
1,115,122,30,1,1,2,B12,BS12,1,204
1,117,122,30,1,1,2,B6,BS06,1,214
2,117,117,30,2,1,2,B14,BG14,1,304
1,117,121,40,1,1,3,A13,TS25,1,113
1,117,123,40,1,1,2,B6,BS06,1,216
1,118,118,40,1,1,3,A2,TS03,1,102
3,118,114,40,3,2,2,B7,BG01,1,303
1,119,118,40,1,1,3,A3,TS05,1,113
1,120,122,40,1,1,2,B4,BS04,1,216
1,121,113,40,1,1,3,A8,TS15,1,102
1,121,113,40,1,1,3,A7,TS13,1,113
1,121,122,40,1,1,2,B4,BS04,1,216
3,121,120,40,3,2,2,B9,BG03,1,303
1,122,113,40,1,1,3,A8,TS15,1,102
1,122,113,40,1,1,3,A7,TS13,1,113
1,122,118,40,1,1,3,A3,TS05,1,113
1,122,119,40,1,1,3,A10,TS19,1,145
1,123,113,40,1,1,3,A9,TS17,1,145
1,123,119,40,1,1,3,A12,TS23,1,113
3,201,205,32,3,1,1,B1,BG01,1,255
3,201,207,32,3,1,2,B4,BG04,1,255
4,201,201,32,4,1,2,B8,BG21,1,304
4,201,211,32,4,1,2,B9,BG22,1,304
3,205,204,32,3,1,2,B5,BG05,1,255
3,205,206,32,3,1,2,B7,BG07,1,215
1,1020,1020,32,1,1,2,TP1,BS92,1,210
1,1021,1021,32,1,1,2,TP1,BS93,1,216
1,1021,1021,32,1,1,1,BA*,BS**,1,265
2,1021,1021,32,2,1,1,BA*,BG**,1,308
1,3010,3010,32,1,1,2,BA*,BS**,1,265
1,7000,7000,32,1,1,1,BA*,BS**,1,255
2,7084,7084,32,2,1,1,BA*,BG**,1,308
2,1094,1094,48,2,1,2,TP1,BG55,1,303
1,1122,1122,48,1,1,2,TP1,BS55,1,216
2,1123,1123,48,2,1,2,TP1,BG55,2,303
1,C320,1010,16,1,1,1,BA*,BS**,1,211
1,C330,1010,16,1,1,2,TP1,BS92,1,214
2,C330,1010,16,2,1,2,TP1,BG91,1,304
1,C350,1010,16,1,1,2,TP1,BS92,1,214
1,5151,5151,17,1,1,2,BX02,BSX02,3,214
1,118,119,30,1,1,2,B11,BS11,1,214
1,118,122,30,1,1,2,B12,BS12,1,204
1,118,124,30,1,1,2,B10,BS10,1,214
1,119,116,30,1,1,2,B2,BS02,1,214
1,119,124,30,1,1,2,B10,BS10,1,214
1,120,116,30,1,1,2,B8,BS08,1,214
1,120,117,30,1,1,2,B9,BS09,1,214
1,120,119,30,1,1,2,B5,BS05,1,214
1,121,119,30,1,1,2,B5,BS05,1,214
1,121,124,30,1,1,2,B10,BS10,1,214
1,122,117,30,1,1,2,B3,BS03,1,214
1,122,119,30,1,1,2,B5,BS05,1,214
1,124,119,30,1,1,2,B5,BS05,1,214
3,502,506,30,3,1,1,BA*,BG*1,1,261
3,503,506,30,3,1,1,BA*,BG*1,1,261
3,503,7066,30,3,1,2,TP1,BG91,1,261
1,504,508,30,1,1,1,TP1,BS93,1,266
1,504,7066,30,1,1,2,TP1,BS93,1,119
2,504,506,30,2,3,2,BA262,BG262,3,302
2,504,508,30,2,3,2,BA272,BG272,3,308
1,505,504,30,1,3,2,BA268,BS268,3,216
1,505,508,30,1,1,1,TP1,BS93,1,266
1,505,7066,30,1,1,1,BA*,BS**,1,119
1,507,506,30,1,1,1,BA*,BS*1,1,267
3,507,508,30,3,1,1,TP1,BG91,1,255
1,508,7066,30,1,1,2,TP1,BS93,1,119
1,509,7066,30,1,1,1,BA*,BS**,1,119
2,509,504,30,2,3,2,BA268,BG268,3,304
1,560,508,30,1,1,1,TP1,BS93,1,266
1,560,7066,30,1,1,2,TP1,BS93,1,119
3,960,960,34,3,1,1,A01A60,BG01A60,1,310
1,961,961,34,1,1,1,A01A61,BS01A61,1,214
2,961,901,34,3,1,2,A02A01,BG02A01,1,308
2,961,902,34,2,1,2,A02A02,BG04A02,1,308
2,962,902,34,3,1,1,A01A02,BG01A02,1,308
2,962,962,34,3,1,2,A02A62,BG02A62,1,308
3,962,901,34,2,1,2,A02A01,BG04A01,1,308
3,962,902,34,2,1,1,A01A02,BG03A02,1,308
3,962,961,34,3,1,2,A02A61,BG02A61,1,308
3,962,962,34,2,1,1,A01A62,BG03A62,1,308
3,1011,1011,34,3,1,1,BX01,BGX01,1,308
2,4042,4042,34,2,1,1,BX01,BGX01,1,306
1,123,121,40,1,1,3,A15,TS29,1,102
1,124,113,40,1,1,3,A8,TS15,1,102
1,124,121,40,1,1,3,A13,TS25,1,113
1,124,122,40,1,1,2,B4,BS04,1,216
1,124,124,40,1,1,3,A18,TS36,1,102
1,124,124,40,1,1,3,A18,TS35,1,102
1,160,121,40,1,1,3,A13,TS25,1,113
1,501,502,40,1,1,1,BA2,BS02,1,216
1,508,502,40,1,1,1,BA3,BS03,1,216
1,560,504,40,1,1,1,BA5,BS05,1,217
1,4158,4158,40,1,1,2,BA*,BS**,1,214
1,6012,6012,41,1,1,2,TP1,BS93,1,202
2,263,221,55,2,2,1,BAX05,BSX05,1,205
3,263,215,55,3,1,2,B21,BG08,1,302
3,263,216,55,3,2,2,BAX01,BGX01,1,308
2,264,217,55,2,1,1,B9,BS09,1,205
