LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
2,0504,0509,13,2,1,2,BA*,BG**,1,265
1,0506,0509,13,1,3,2,BA501,BS304,2,215
1,0507,0507,13,1,1,1,BA*,BS**,1,215
1,0507,0509,13,1,3,2,BA705,BS305,2,215
2,0507,0509,13,2,1,2,BA*,BG**,1,265
2,0508,0565,13,2,1,2,BA*,BG**,1,265
1,0509,0509,13,1,3,2,BA306,BS303,2,215
2,0509,0507,13,2,1,1,BA*,BG**,1,265
2,0509,0565,13,2,1,2,BA*,BG**,1,265
1,0560,0509,13,1,1,2,BA*,BS**,1,215
2,0560,0509,13,2,1,2,BA*,BG**,1,265
2,0561,0507,13,2,1,1,BA*,BG**,1,265
2,0562,0565,13,2,1,2,BA*,BG**,1,265
1,0563,0509,13,1,3,2,BA501,BS304,2,215
2,0563,0565,13,2,1,2,BA*,BG**,1,265
2,0504,0504,4,2,1,2,TP1,BG91,1,253
2,0504,0508,4,2,3,1,BA262,BG262,5,308
1,0506,0559,4,1,1,2,BA*,BS*4,1,215
2,0506,0505,4,2,1,2,BA*,BG*6,1,254
1,0507,0504,4,1,1,2,TP1,BS92,1,265
1,0507,0509,4,1,1,1,BA*,BS*2,1,215
2,0507,0508,4,2,3,1,BA262,BG262,5,308
2,0507,0508,4,2,3,1,BA261,BG261,5,308
1,0508,0505,4,1,1,2,BA*,BS*3,1,217
1,0508,0507,4,1,1,1,BA*,BS*1,1,265
2,0508,0559,4,2,1,2,BA*,BG*4,1,205
1,0509,0502,4,1,1,2,TP2,BS92,1,217
1,0509,0507,4,1,1,1,BA*,BS*1,1,265
1,0560,0507,4,1,1,1,BA*,BS*1,1,265
2,0560,0508,4,2,3,1,BA261,BG261,5,308
2,0601,0608,4,3,1,2,BA*,BG*1,1,302
3,0602,0604,4,2,1,1,BA*,BG*2,1,302
2,0603,0608,4,3,1,2,BA*,BG*1,1,302
2,0604,0662,4,3,1,2,BA*,BG*3,1,302
2,0608,0608,4,2,1,2,BA*,BG*5,1,307
2,0608,0662,4,2,1,2,BA*,BG*7,1,307
2,0660,0603,4,2,1,2,BA*,BG*4,1,302
2,0669,0662,4,3,1,2,BA*,BG*3,1,302
2,1003,1003,4,2,1,1,BA*,BG**,2,308
2,1007,1007,4,2,1,2,TP1,BG91,1,211
1,1021,1021,4,1,1,1,BA*,BS**,1,215
2,1021,1021,4,2,1,2,TP1,BG91,1,205
1,1036,1036,4,1,1,2,TP1,BS70,1,213
1,1065,1065,4,1,1,1,BA*,BS**,2,267
1,6060,6060,4,1,1,2,TP1,BS92,2,263
1,A310,1036,4,1,1,1,BA*,BS**,1,217
2,A330,1036,4,2,1,2,TP1,BG70,1,205
1,A446,7613,4,1,1,2,BA*,BS**,1,267
1,A446,7613,4,1,1,1,BA*,BS**,1,266
1,A447,7613,4,1,1,1,BA*,BS**,1,266
1,A455,7613,4,1,1,1,BA*,BS**,1,266
1,A456,7613,4,1,1,1,BA*,BS**,1,266
1,A459,7613,4,1,1,1,BA*,BS**,1,266
1,A460,7613,4,1,1,1,BA*,BS**,1,266
1,A901,A901,4,1,1,2,B322,BS22,1,215
2,A902,A901,4,2,1,2,B323,BG23,1,302
1,B330,1021,4,1,1,2,TP1,BS92,1,215
1,B330,1021,4,1,1,1,BA*,BS**,1,215
2,B961,1007,4,2,1,2,TP1,BG91,1,211
1,B964,1007,4,1,1,2,TP1,BS91,1,215
1,C330,1017,4,1,1,1,BA*,BS**,2,267
1,2040,2040,6,1,1,2,TP1,BS92,1,111
1,2041,2041,6,1,1,2,TP1,BS92,1,257
1,2041,2041,6,1,2,1,BA*,BS**,1,267
1,3010,3010,6,1,1,2,BA*,BS**,1,211
1,3030,3030,6,1,1,2,BA*,BS**,1,267
1,7456,7456,6,1,1,2,BA*,BS**,1,267
1,7456,7456,6,1,1,1,BA*,BS**,1,267
4,8153,8153,6,4,1,2,TP1,BG91,1,304
1,8156,8156,6,1,1,2,TP1,BS92,1,265
3,8535,8535,6,3,1,2,TP1,BG91,1,308
1,A340,1253,6,1,1,1,BA*,BS**,1,267
1,A350,1253,6,1,1,1,BA*,BS**,1,267
1,0801,0801,48,1,1,2,B3,BS03,1,145
1,0801,0801,48,1,1,1,B2,BS02,1,113
1,0802,0802,48,1,1,3,A3,TS05,1,214
1,0902,0901,48,1,1,3,B01A01,BS01A01,1,267
2,0902,0901,48,2,1,3,B01A01,BG01A01,1,308
2,0902,0902,48,2,1,3,B02A02,BG02A02,1,308
1,1039,1039,48,1,1,1,BA*,BS**,2,103
1,1046,1046,48,1,1,2,TP1,BS55,2,102
3,1047,1047,48,3,1,2,TP1,BG55,2,265
1,1049,1049,48,1,1,2,BA*,BS**,1,214
1,1061,1061,48,1,1,1,BA*,BS**,1,108
1,1065,1065,48,1,1,1,BA*,BS**,1,102
2,1065,1065,48,2,1,1,BA*,BG**,1,265
3,1068,1068,48,3,1,2,TP1,BG55,1,303
1,1070,1070,48,1,1,2,TP1,BS55,1,103
2,1092,1092,48,2,1,1,BA*,BG**,2,308
2,1092,1092,48,2,1,2,TP1,BG56,2,308
1,1093,1093,48,1,1,1,BA*,BS**,2,265
2,1094,1094,48,2,1,1,BA*,BG**,1,303
3,1096,1096,48,3,1,1,BA*,BG**,1,265
2,1111,1111,48,2,1,1,BA*,BG**,1,215
2,1116,1116,48,2,1,1,BA*,BG**,1,308
1,1119,1119,48,1,1,2,BA*,BS**,2,114
2,1119,1119,48,2,1,1,BA*,BG**,2,308
2,1122,1122,48,2,1,1,BA*,BG**,1,309
1,1130,1130,48,1,1,2,TP1,BS55,1,109
2,1169,1169,48,2,1,1,BA*,BG**,1,309
1,1174,1174,48,1,1,2,TP1,BS55,1,113
2,2133,2133,48,2,1,2,TP1,BG56,1,308
1,2172,2172,48,1,1,2,TP1,BS55,1,114
1,2176,2176,48,1,1,2,TP1,BS55,1,114
1,0105,0101,12,1,1,1,B5,BS05,1,215
2,0105,0101,12,2,2,2,B9,BG03,1,303
1,0107,0107,12,1,1,2,B1,BS01,1,205
1,0110,0112,12,1,1,2,B3,BS03,1,215
1,0502,0508,12,1,3,2,BA303,BS303,2,202
2,0502,1030,12,2,1,2,TP1,BG56,1,309
3,0502,0563,12,3,1,2,TP3,BG59,1,303
1,0503,0503,12,1,3,1,BAX01,BSX01,2,202
1,0504,0503,12,1,3,1,BAX01,BSX01,2,202
2,0504,0506,12,2,3,2,BAX04,BGX02,2,304
2,0504,0563,12,2,1,2,TP3,BG60,1,308
1,0505,0565,12,1,3,1,BA501,BS304,2,202
1,0505,1030,12,1,1,2,TP1,BS55,1,202
1,0506,0503,12,1,3,1,BAX01,BSX01,2,202
1,0506,0506,12,1,3,2,BAX02,BSX02,2,202
1,0506,0508,12,1,3,2,BA303,BS303,2,202
2,0506,0563,12,2,1,2,TP3,BG60,1,308
2,0107,0101,12,2,2,2,B9,BG03,1,303
1,0110,0161,12,1,1,2,B6,BS06,1,215
1,0111,0161,12,1,1,2,B6,BS06,1,215
1,0112,0106,12,1,1,2,B2,BS02,1,215
1,0112,0112,12,1,1,2,B3,BS03,1,215
1,0161,0112,12,1,1,2,B3,BS03,1,215
1,0503,0563,12,1,1,2,TP3,BS57,1,202
2,0503,1030,12,2,1,1,BA**,BG**,1,309
3,0503,0503,12,3,1,1,TP1,BG55,1,304
1,0504,0506,12,1,3,2,BAX02,BSX02,2,202
3,0504,0503,12,3,1,1,TP1,BG55,1,304
3,0504,0504,12,3,3,1,BAX07,BGX05,2,303
3,0504,1030,12,3,1,2,TP1,BG55,1,308
2,0505,0504,12,2,3,1,BAX05,BGX03,2,304
3,0505,0503,12,3,3,1,BAX08,BGX06,2,303
3,0506,1030,12,3,1,2,TP1,BG55,1,308
1,0507,0506,12,1,3,2,BAX02,BSX02,2,202
1,0507,0565,12,1,3,1,BA501,BS304,2,202
2,0507,1030,12,2,1,1,BA**,BG**,1,309
3,0508,0504,12,3,3,1,BAX07,BGX05,2,303
1,0509,0508,12,1,3,2,BA303,BS303,2,202
1,0509,1030,12,1,1,1,BA*,BS**,1,202
2,0509,0504,12,2,3,1,BAX05,BGX03,2,304
3,0509,0506,12,3,3,2,BAX06,BGX04,2,303
1,0561,0563,12,1,1,2,TP3,BS57,1,202
1,0562,0565,12,1,3,1,BA501,BS304,2,202
1,0562,1030,12,1,1,2,TP1,BS55,1,202
1,0562,1030,12,1,1,1,BA*,BS**,1,202
3,0562,0503,12,3,1,1,TP1,BG55,1,304
3,0562,1030,12,3,1,2,TP1,BG55,1,308
3,0562,1030,12,3,1,1,BA*,BG**,1,308
1,0563,0503,12,1,3,1,BAX01,BSX01,2,202
1,0563,0508,12,1,3,2,BA303,BS303,2,202
1,0565,0509,13,1,1,2,BA*,BS**,1,215
1,0566,0509,13,1,3,2,BA306,BS303,2,215
2,0566,0507,13,2,1,1,BA*,BG**,1,265
1,3007,3007,13,1,1,2,TP1,BS55,1,145
1,3011,3011,13,1,1,2,BA*,BS**,1,214
1,3015,3015,13,1,1,2,BA*,BS**,1,202
1,3017,3017,13,1,1,1,BA*,BS**,1,214
1,4113,4113,13,1,1,1,BA*,BS**,1,204
2,4119,4119,13,2,1,2,BA*,BG**,1,308
1,4420,4420,13,1,1,1,BA*,BS**,2,214
2,7028,7028,13,2,1,1,BA*,BG**,1,310
4,1008,1008,15,4,1,1,BA*,BG**,1,303
3,7080,7080,15,3,1,2,TP1,BG92,1,303
3,7080,7080,15,3,1,1,BA*,BG**,1,303
2,0216,0216,19,2,1,2,B3,BG03,1,114
2,0218,0222,19,2,1,2,B5,BG05,1,114
1,0221,0214,19,1,1,2,B4,BS04,1,114
2,0221,0218,19,2,3,2,BAX04,BSX04,1,114
3,0221,0213,19,3,1,1,B13,BG07,1,303
1,0222,0218,19,1,1,2,B1,BS01,1,114
3,0222,0213,19,3,1,1,B13,BG07,1,303
1,0223,0220,19,1,1,2,B2,BS02,1,108
3,0223,0216,19,3,1,2,B15,BG09,1,303
2,0224,0214,19,2,1,2,B4,BG04,1,114
2,0224,0216,19,2,1,2,B3,BG03,1,114
2,0224,0222,19,2,1,2,B5,BG05,1,114
2,0259,0222,19,2,1,2,B5,BG05,1,114
3,0259,0213,19,3,1,1,B13,BG07,1,303
2,0602,0601,19,2,3,1,BAX01,BGX01,8,302
1,0603,0606,19,1,1,1,TP-3,BS-57,1,114
1,0604,0605,19,1,1,1,TP-1,BS-55,1,216
1,0604,0606,19,1,1,1,TP-3,BS-57,1,114
2,0604,0608,19,2,2,2,BAX02,BGX02,5,308
1,0605,0606,19,1,1,1,TP-3,BS-57,1,114
2,0605,0601,19,2,3,1,BAX01,BGX01,8,302
2,0606,0601,19,2,3,1,BAX01,BGX01,8,302
1,0607,0604,19,1,1,1,TP-2,BS-56,1,114
2,0608,0608,19,2,2,2,BAX02,BGX02,5,308
1,0659,0606,19,1,1,1,TP-3,BS-57,1,114
2,0701,0702,19,2,1,1,TP1,BG02,2,108
1,0703,0705,19,1,1,1,TP3,BS03,2,172
2,0703,0707,19,2,1,1,TP2,BG04,2,172
1,0705,0705,19,1,1,1,TP3,BS03,2,172
1,0707,0702,19,1,1,1,TP1,BS01,2,108
2,0707,0705,19,2,1,1,TP3,BG06,2,172
2,0707,0707,19,2,1,1,TP2,BG04,2,172
3,0708,0707,19,3,1,1,TP2,BG03,2,215
1,3006,3006,19,1,1,2,TP1,BS55,1,114
1,3009,3009,19,1,1,1,BX03,BSX03,1,214
2,C350,1017,4,2,1,1,BA*,BG**,2,308
2,D310,1016,4,2,1,1,BA*,BG**,1,267
2,D320,1016,4,2,1,1,BA*,BG**,1,267
2,0113,0114,5,2,5,2,BA*,BG**,1,302
1,0114,0113,5,1,6,2,BA*,BS**,1,214
1,0114,0121,5,1,1,2,B2,BS02,1,214
2,0114,0114,5,2,5,1,BA*,BG**,1,302
1,0117,0117,5,1,7,1,BA*,BS**,1,204
1,0120,0113,5,1,6,2,BA*,BS**,1,214
1,0120,0114,5,1,5,2,BA*,BS**,1,204
1,0120,0117,5,1,1,2,B5,BS05,1,214
1,0122,0117,5,1,7,2,BA*,BS**,1,214
1,0122,0117,5,1,1,2,B5,BS05,1,214
1,0123,0124,5,1,1,2,B3,BS03,1,204
1,3014,3014,23,1,1,2,BX04,BSX04,1,204
1,0501,0507,24,1,1,2,T1,BS55,1,141
1,0501,0509,24,1,3,2,BAX05,BSX05,5,214
3,0502,0560,24,3,1,2,BX01,BGX01,1,303
1,0503,0509,24,1,1,2,BX02,BSX02,1,141
3,0503,0507,24,3,1,2,T1,BG55,1,303
3,0503,0509,24,3,1,2,BX01,BGX01,1,303
1,0504,0509,24,1,3,2,BAX05,BSX05,5,214
3,0504,0507,24,3,3,1,BAX08,BGX08,2,308
1,0505,0507,24,1,3,1,BAX03,BSX03,2,143
1,0506,0509,24,1,1,2,BX02,BSX02,1,141
2,0507,0507,24,2,3,1,BAX04,BTX04,2,182
2,0507,0509,24,2,3,2,BAX06,BTX06,5,182
3,0507,0507,24,3,3,1,BAX08,BGX08,2,308
3,0507,0559,24,3,1,2,T2,BG56,1,303
1,0508,0560,24,1,1,2,BX02,BSX02,1,141
3,0508,0502,24,3,1,2,BX01,BGX01,1,303
3,0509,0502,24,3,1,2,BX01,BGX01,1,303
3,0509,0507,24,3,1,2,T1,BG55,1,303
1,0559,0559,24,1,1,2,T2,BS56,1,141
1,0559,0560,24,1,1,2,BX02,BSX02,1,141
3,0559,0560,24,3,1,2,BX01,BGX01,1,303
1,0560,0505,24,1,3,2,BAX01,BSX01,3,143
1,0560,0507,24,1,1,2,T1,BS55,1,141
2,0560,0509,24,2,3,2,BAX06,BTX06,5,182
3,0560,0502,24,3,1,2,BX01,BGX01,1,303
3,0560,0507,24,3,1,2,T1,BG55,1,303
3,0560,0560,24,3,1,2,BX01,BGX01,1,303
1,0561,0509,24,1,1,2,BX02,BSX02,1,141
2,0561,0509,24,2,3,2,BAX06,BTX06,5,182
3,0561,0505,24,3,3,2,BAX07,BGX07,3,308
3,0562,0509,24,3,1,2,BX01,BGX01,1,303
1,0563,0559,24,1,1,2,T2,BS56,1,141
3,0563,0507,24,3,1,2,T1,BG55,1,303
1,0903,2805,24,1,1,2,TP1,BS55,1,144
2,0960,2805,24,2,1,1,BX01,BGX01,1,309
2,0962,2805,24,2,1,2,TP1,BG55,1,309
1,1632,1632,24,1,1,2,TP1,BS55,1,142
1,2176,2176,48,1,1,1,BA*,BS**,1,114
3,3579,3579,48,3,1,2,TP1,BG55,1,308
1,3679,3679,48,1,1,2,BA*,BS**,1,114
3,3729,3729,48,3,1,2,TP1,BG55,1,215
1,3865,3865,48,1,1,1,BA*,BS**,1,217
2,3875,3875,48,2,1,2,TP1,BG55,1,265
1,4142,4142,48,1,1,2,BA*,BS**,1,216
1,5310,5310,48,1,1,2,BA*,BS**,1,214
1,5323,5323,48,1,1,2,BA*,BS**,1,114
2,5328,5328,48,2,1,2,BA*,BG**,1,308
1,5334,5334,48,1,1,2,BA*,BS**,1,108
1,6079,6079,48,1,1,2,TP1,BS55,1,216
2,0563,0502,6,2,3,1,BA020*,BG020*,4,304
2,0563,0509,6,2,1,2,BA5,BG01,1,304
2,0563,0564,6,2,1,2,BA9,BG01,1,304
2,0564,0507,6,2,1,2,TP2,BG92,1,302
2,0564,0568,6,2,1,1,BA12,BG02,1,304
1,0565,0564,6,1,1,2,BA10,BS02,1,214
1,0566,0501,6,1,1,1,BA2,BS02,1,214
1,0566,0509,6,1,1,2,BA5,BS01,1,216
1,0566,0561,6,1,1,2,TP3,BS93,1,214
2,0566,0561,6,2,1,2,TP3,BG92,1,304
1,0567,0501,6,1,1,1,BA2,BS02,1,214
1,0567,0504,6,1,3,2,BA040*,BS040*,3,215
1,0567,0508,6,1,3,1,BA080*,BS080*,3,255
1,0567,0509,6,1,1,2,BA5,BS01,1,216
1,0567,0566,6,1,1,2,TP4,BS92,1,214
2,0567,0504,6,2,3,2,BA040*,BG040*,3,304
2,0567,0560,6,2,1,1,BA8,BG02,1,304
2,0567,0564,6,2,1,2,BA9,BG01,1,304
2,0568,0501,6,2,1,1,BA2,BG02,1,302
2,0568,0501,6,2,1,1,BA1,BG01,1,302
2,0568,0504,6,2,3,2,BA040*,BG040*,3,304
2,0568,0564,6,2,1,2,BA10,BG02,1,304
2,0568,0568,6,2,1,1,BA11,BG01,1,304
1,0569,0508,6,1,3,1,BA080*,BS080*,3,255
1,0569,0566,6,1,1,2,TP4,BS92,1,214
2,0569,0501,6,2,1,1,BA2,BG02,1,302
2,0569,0505,6,2,1,2,BA3,BG01,1,304
2,0569,0564,6,2,1,2,BA9,BG01,1,304
1,0570,0501,6,1,1,1,BA2,BS02,1,214
1,0570,0505,6,1,1,2,BA4,BS02,1,255
1,0570,0508,6,1,3,1,BA080*,BS080*,3,255
2,0570,0501,6,2,1,1,BA2,BG02,1,302
2,0570,0507,6,2,1,2,TP2,BG92,1,302
1,0571,0501,6,1,1,1,BA2,BS02,1,214
1,0571,0566,6,1,1,2,TP4,BS92,1,214
2,0571,0509,6,2,1,2,BA5,BG01,1,304
2,0571,0564,6,2,1,2,BA9,BG01,1,304
2,0571,0566,6,2,1,2,TP4,BG91,1,304
1,0603,0659,6,1,3,1,BA262,BS262,4,211
1,0564,0565,12,1,3,1,BA501,BS304,2,202
1,0564,1030,12,1,1,2,TP1,BS55,1,202
3,0564,0503,12,3,1,1,TP1,BG55,1,304
1,0565,0565,12,1,3,1,BA501,BS304,2,202
1,0566,1030,12,1,1,2,TP1,BS55,1,202
2,0566,0504,12,2,3,1,BAX05,BGX03,2,304
2,0566,0563,12,2,1,2,TP3,BG60,1,308
2,0566,1030,12,2,1,1,BA**,BG**,1,309
3,0566,1030,12,3,1,2,TP1,BG55,1,308
1,1030,1030,12,1,1,1,BA*,BS**,1,202
1,1060,1060,12,1,1,1,BA*,BS**,1,203
2,1060,1060,12,2,1,1,BA*,BG**,1,337
2,3811,3811,12,2,1,1,BA*,BG**,1,309
1,3997,3997,12,1,1,1,BA*,BS**,1,204
2,4057,4057,12,2,1,1,BA*,BG**,1,306
1,4097,4097,12,1,1,1,BA*,BS**,1,214
1,0507,0502,30,1,1,2,BA*,BS*2,1,267
1,0507,0508,30,1,1,1,TP1,BS93,1,266
3,0507,0502,30,3,1,2,BA*,BG*2,1,261
1,0508,0506,30,1,3,2,BA262,BS262,3,216
2,0508,0506,30,2,1,1,BA*,BG*3,1,261
1,0509,0502,30,1,1,1,BA*,BS*2,1,267
1,0509,0508,30,1,1,1,TP1,BS93,1,266
2,0509,0506,30,2,3,2,BA262,BG262,3,302
3,0509,0506,30,3,1,1,BA*,BG*1,1,261
3,0509,0508,30,3,1,1,TP1,BG91,1,255
2,0560,0502,30,2,1,2,BA*,BG*4,1,261
2,0560,0506,30,2,3,2,BA262,BG262,3,302
2,0560,0506,30,2,1,1,BA*,BG*3,1,261
3,0560,7066,30,3,1,2,TP1,BG91,1,261
1,0561,0508,30,1,1,1,TP1,BS93,1,266
2,0561,0506,30,2,1,1,BA*,BG*3,1,261
1,0805,0806,30,1,2,1,BA264,BS264,2,261
2,0806,0806,30,2,1,2,B6,BG03,1,304
1,0903,0903,30,1,1,1,B01A03,BS01A03,1,255
3,1001,1001,30,3,1,1,BA*,BG**,1,257
1,6004,6004,30,1,1,1,BA*,BS**,1,216
2,6004,6004,30,2,1,2,TP1,BG92,1,265
3,7075,7075,30,3,1,2,TP1,BG91,1,255
3,7075,7075,30,3,1,1,BA*,BG**,1,257
1,A320,1001,30,1,1,1,BA*,BS**,1,267
1,0113,0113,31,1,1,3,A16,TS31,1,102
1,0114,0113,31,1,1,3,A16,TS31,1,102
1,0114,0115,31,1,1,2,B3,BS03,1,102
1,0114,0123,31,1,1,3,A3,TS05,1,102
1,0114,0124,31,1,1,2,B1,BS01,1,102
1,0115,0123,31,1,1,3,A3,TS05,1,102
1,3009,3009,19,1,1,2,BX04,BSX04,1,216
2,3009,3009,19,2,1,2,BX02,BGX02,1,310
2,3055,3055,19,2,1,1,BA1,BG01,1,502
1,5042,5042,19,1,1,2,BX02,BSX02,2,216
2,6150,6150,19,2,1,1,BX01,BGX01,1,302
1,A310,6150,19,1,1,1,BX03,BSX03,1,114
2,A340,6150,19,2,1,2,BX02,BGX02,1,302
2,A350,6150,19,2,1,2,BX02,BGX02,1,302
2,A410,3055,19,2,1,1,BA1,BG01,1,502
1,0101,0102,20,1,1,3,A7,TS18,1,216
1,0101,0104,20,1,1,3,A38,TS92,1,214
1,0101,0111,20,1,1,3,A28,TS66,1,214
1,0101,0111,20,1,1,3,A30,TS70,1,214
2,0101,0110,20,2,1,3,A23,TS53,1,214
3,0101,0103,20,2,2,2,BA325,BG305,2,309
3,0101,0159,20,2,2,2,BAX15,BGX15,2,309
2,1022,1022,35,2,1,2,TP1,BG55,1,308
2,6033,6033,35,2,1,2,TP1,BG55,1,308
2,0801,0802,36,2,4,1,BAX02,BGX02,1,303
2,0801,0859,36,2,1,3,B6,BG03,1,303
2,0802,0801,36,2,4,2,BAX01,BGX01,1,303
1,1643,1643,36,1,1,1,BX02,BSX02,1,215
2,A321,1643,36,2,1,1,BX01,BGX01,1,308
1,A331,1643,36,1,1,2,TP1,BS55,1,211
1,A340,1643,36,1,1,2,TP1,BS55,1,211
2,A350,1643,36,2,1,2,TP1,BG55,1,304
2,B310,1644,36,2,1,2,TP1,BG55,1,308
2,B320,1644,36,2,1,1,BX01,BGX01,1,308
1,B330,1644,36,1,1,1,BX02,BSX02,1,211
2,B331,1644,36,2,1,1,BX01,BGX01,1,308
1,B351,1644,36,1,1,2,TP1,BS55,1,203
1,B352,1644,36,1,1,1,BX02,BSX02,1,211
2,B352,1644,36,2,1,2,TP1,BG55,1,308
1,0201,0201,37,1,1,1,B1,BS01,1,114
2,0201,0204,37,2,1,1,B9,BG09,1,303
3,0201,0202,37,3,5,2,BAX02,BGX02,1,303
1,0202,0210,37,1,1,1,B2,BS**,1,145
3,0202,0202,37,3,1,2,B8,BG08,1,302
1,0203,0206,37,1,1,3,A7,TS07,1,145
1,0203,0207,37,1,1,1,B4,BS04,1,145
1,0204,0206,37,1,1,3,A8,TS08,1,145
1,0204,0206,37,1,1,8,A8,TS08,1,214
1,0204,0207,37,1,1,1,B4,BS**,1,214
1,0204,0208,37,1,1,1,B6,BS**,1,145
1,0204,0212,37,1,1,3,A15,TS15,1,145
2,0204,0202,37,2,1,2,B8,BG08,1,303
2,0204,0204,37,2,1,1,B9,BG09,1,303
1,0205,0201,37,1,1,3,A2,TS02,1,148
1,0205,0201,37,1,5,2,BAX11,BSX11,1,141
2,5807,5807,24,2,1,1,BX02,BGX02,1,302
2,A320,1634,24,2,1,2,TP1,BG55,1,309
2,A340,1634,24,2,1,1,BX01,BGX01,1,309
3,1002,1002,25,3,1,1,BX02,BGX02,2,304
2,1003,1003,25,2,1,1,BX01,BGX01,2,302
1,0113,0120,26,1,1,2,B1,BS01,1,114
1,0115,0115,26,1,1,2,B7,BS07,1,114
1,0115,0118,26,1,1,1,B2,BS02,1,114
1,0115,0122,26,1,1,1,B4,BS04,1,114
1,0116,0120,26,1,1,2,B1,BS01,1,114
1,0116,0122,26,1,1,1,B4,BS04,1,114
1,0118,0115,26,1,1,2,B7,BS07,1,114
2,0118,0113,26,2,1,1,B11,BG03,1,303
1,0122,0116,40,1,1,2,B2,BS02,1,216
1,0122,0123,40,1,1,2,B6,BS06,1,216
1,0122,0124,40,1,1,3,A18,TS35,1,102
1,0124,0121,40,1,1,3,A14,TS27,1,216
1,0160,0113,40,1,1,3,A7,TS13,1,113
1,0160,0119,40,1,1,3,A12,TS23,1,113
3,0160,0117,40,3,2,2,B8,BG02,1,303
1,0502,0502,40,1,1,1,BA2,BS02,1,216
1,0504,0504,40,1,1,1,BA5,BS05,1,217
1,0505,0504,40,1,1,1,BA5,BS05,1,217
1,0509,0504,40,1,1,1,BA4,BS04,1,217
1,0560,0504,40,1,1,1,BA4,BS04,1,217
2,0601,0601,40,2,1,1,TP1,BG55,1,214
2,0604,0603,40,2,4,2,BAX02,BGX02,5,214
1,0605,0604,40,1,4,2,BAX03,BSX03,4,108
1,0605,0604,40,1,1,1,TP2,BS56,1,101
1,0605,0606,40,1,1,1,TP3,BS57,1,101
2,0605,0601,40,2,1,1,TP1,BG55,1,214
2,0606,0604,40,2,4,2,BAX03,BGX03,4,214
1,0608,0604,40,1,1,1,TP2,BS56,1,101
1,3018,3018,40,1,1,1,BA*,BS**,1,102
1,4154,4154,40,1,1,1,BA*,BS**,1,145
1,4155,4155,40,1,1,1,BA*,BS**,1,145
1,4162,4162,40,1,1,1,BA*,BS**,1,214
1,5021,5021,40,1,1,1,BA*,BS**,1,265
1,6010,6010,40,1,1,1,BA*,BS**,1,215
1,A320,4087,40,1,1,2,BA*,BS**,1,114
1,A350,4087,40,1,1,1,BA*,BS**,1,102
1,C320,4088,40,1,1,1,BA*,BS**,1,216
3,2002,2002,41,3,1,1,BA*,BG**,1,114
1,5005,5005,41,1,1,1,BA*,BS**,1,266
3,5006,5006,41,3,1,2,BA*,BG**,1,304
2,6012,6012,41,2,1,1,BA*,BG**,1,303
1,7081,7081,41,1,1,2,BA*,BS**,1,255
1,0602,0608,42,1,4,3,BA6,BS06,2,267
1,0604,0661,6,1,3,1,BA263,BS263,7,265
1,0605,3005,6,1,1,1,BA*,BS**,1,265
1,0606,3005,6,1,1,2,BA*,BS**,1,265
1,0608,3005,6,1,1,1,BA*,BS**,1,265
1,0660,0659,6,1,3,1,BA262,BS262,4,211
1,0662,3005,6,1,1,2,BA*,BS**,1,265
1,0662,3005,6,1,1,1,BA*,BS**,1,265
1,0663,0662,6,1,3,2,BAX02,BSX02,5,253
1,0663,3005,6,1,1,2,BA*,BS**,1,265
1,0664,3005,6,1,1,1,BA*,BS**,1,265
2,3010,3010,6,2,1,2,BA*,BG**,1,307
1,3024,3024,6,1,1,2,BA*,BS**,1,267
2,0503,0504,27,2,1,2,BAX05,BGX05,5,307
3,0503,0501,27,3,1,1,TP4,BG55,1,306
3,0503,0508,27,3,1,1,TP1,BG61,1,306
2,0504,0501,27,2,1,2,TP4,BG56,1,306
3,0505,0501,27,3,1,1,TP4,BG55,1,306
2,0507,0504,27,2,1,2,BAX05,BGX05,5,307
2,0507,0508,27,2,1,2,TP1,BG62,1,308
1,0509,0505,27,1,1,3,TP2,BS57,1,113
3,0509,0501,27,3,1,1,TP4,BG55,1,306
3,0509,0508,27,3,1,1,TP1,BG61,1,306
2,0559,0507,27,2,3,2,BAX04,BGX04,6,307
2,0559,0508,27,2,1,2,TP1,BG62,1,308
3,0559,0504,27,3,1,2,BAX08,BGX08,5,308
1,0560,0508,27,1,1,3,TP1,BS58,1,306
2,0560,0504,27,2,1,2,BAX05,BGX05,5,307
2,0560,0505,27,2,1,2,TP2,BG60,1,306
2,0560,0507,27,2,3,2,BAX04,BGX04,6,307
3,0560,0504,27,3,1,2,BAX08,BGX08,5,308
1,0561,0505,27,1,1,3,TP2,BS57,1,113
2,0561,0504,27,2,1,2,BAX05,BGX05,5,307
3,0561,0507,27,3,1,1,TP3,BG57,1,306
1,0702,0709,27,1,1,2,TP3,BS03,1,216
2,0702,0709,27,2,1,2,TP3,BG18,1,306
3,0702,0701,27,3,1,2,TP1,BG13,1,302
3,0704,0709,27,3,1,2,TP3,BG17,1,302
2,0708,0701,27,2,1,2,TP1,BG14,1,306
2,0709,0704,27,2,1,1,TP2,BG16,1,306
1,0759,0709,27,1,1,2,TP3,BS03,1,216
1,1016,1016,27,1,1,1,BX02,BSX02,1,204
1,1016,1016,27,1,1,2,TP1,BS55,1,204
